Digitiser	Starttime	Endtime
A957	2021-01-08T17:35:00.000000Z	2021-01-08T17:39:59.999000Z
A322	2021-01-08T17:35:00.000000Z	2021-01-08T17:39:59.999000Z
A901	2021-01-08T17:55:00.000000Z	2021-01-08T17:59:59.999000Z
A350	2021-01-08T18:05:00.000000Z	2021-01-08T18:09:59.999000Z
A957	2021-01-08T18:05:00.000000Z	2021-01-08T18:09:59.999000Z
A322	2021-01-08T18:05:00.000000Z	2021-01-08T18:09:59.999000Z
A957	2021-01-08T18:35:00.000000Z	2021-01-08T18:39:59.999000Z
A350	2021-01-08T18:35:00.000000Z	2021-01-08T18:39:59.999000Z
A322	2021-01-08T18:35:00.000000Z	2021-01-08T18:39:59.999000Z
A901	2021-01-08T19:00:00.000000Z	2021-01-08T19:09:59.999000Z
A322	2021-01-08T19:05:00.000000Z	2021-01-08T19:34:59.999000Z
A957	2021-01-08T19:05:00.000000Z	2021-01-08T19:39:59.999000Z
A350	2021-01-08T19:10:00.000000Z	2021-01-08T19:44:59.999000Z
A901	2021-01-08T19:20:00.000000Z	2021-01-08T19:39:59.999000Z
A901	2021-01-08T19:55:00.000000Z	2021-01-08T19:59:59.999000Z
A957	2021-01-08T20:05:00.000000Z	2021-01-08T20:34:59.999000Z
A350	2021-01-08T20:05:00.000000Z	2021-01-08T20:34:59.999000Z
A322	2021-01-08T20:05:00.000000Z	2021-01-08T20:29:59.999000Z
A901	2021-01-08T20:15:00.000000Z	2021-01-08T20:34:59.999000Z
A957	2021-01-08T20:50:00.000000Z	2021-01-08T20:54:59.999000Z
A901	2021-01-08T20:50:00.000000Z	2021-01-08T20:54:59.999000Z
A322	2021-01-08T21:00:00.000000Z	2021-01-08T21:04:59.999000Z
A901	2021-01-08T21:00:00.000000Z	2021-01-08T21:04:59.999000Z
A957	2021-01-08T21:00:00.000000Z	2021-01-08T21:04:59.999000Z
A350	2021-01-08T21:00:00.000000Z	2021-01-08T21:04:59.999000Z
A350	2021-01-09T00:00:00.000000Z	2021-01-09T23:24:59.999000Z
A322	2021-01-09T00:00:00.000000Z	2021-01-09T23:24:59.999000Z
A901	2021-01-09T00:00:00.000000Z	2021-01-09T23:34:59.999000Z
A957	2021-01-09T00:00:00.000000Z	2021-01-09T23:24:59.999000Z
A957	2021-01-10T00:00:00.000000Z	2021-01-10T23:59:59.999000Z
A901	2021-01-10T00:00:00.000000Z	2021-01-10T23:59:59.999000Z
A350	2021-01-10T00:00:00.000000Z	2021-01-10T23:59:59.999000Z
A322	2021-01-10T00:00:00.000000Z	2021-01-10T23:59:59.999000Z
A957	2021-01-11T00:00:00.000000Z	2021-01-11T23:59:59.999000Z
A901	2021-01-11T00:00:00.000000Z	2021-01-11T23:59:59.999000Z
A350	2021-01-11T00:00:00.000000Z	2021-01-11T23:59:59.999000Z
A322	2021-01-11T00:00:00.000000Z	2021-01-11T23:59:59.999000Z
A350	2021-01-12T00:00:00.000000Z	2021-01-12T23:59:59.999000Z
A901	2021-01-12T00:00:00.000000Z	2021-01-12T23:59:59.999000Z
A322	2021-01-12T00:00:00.000000Z	2021-01-12T23:59:59.999000Z
A957	2021-01-12T00:00:00.000000Z	2021-01-12T23:59:59.999000Z
A350	2021-01-13T00:00:00.000000Z	2021-01-13T23:59:59.999000Z
A957	2021-01-13T00:00:00.000000Z	2021-01-13T23:59:59.999000Z
A901	2021-01-13T00:00:00.000000Z	2021-01-13T23:59:59.999000Z
A322	2021-01-13T00:00:00.000000Z	2021-01-13T23:59:59.999000Z
A322	2021-01-14T00:00:00.000000Z	2021-01-14T22:54:59.999000Z
A350	2021-01-14T00:00:00.000000Z	2021-01-14T22:59:59.999000Z
A901	2021-01-14T00:00:00.000000Z	2021-01-14T22:59:59.999000Z
A957	2021-01-14T00:00:00.000000Z	2021-01-14T22:59:59.999000Z
A322	2021-01-14T23:20:00.000000Z	2021-01-14T23:24:59.999000Z
A957	2021-01-14T23:20:00.000000Z	2021-01-14T23:24:59.999000Z
A350	2021-01-14T23:25:00.000000Z	2021-01-14T23:29:59.999000Z
A901	2021-01-14T23:40:00.000000Z	2021-01-14T23:44:59.999000Z
A350	2021-01-15T00:00:00.000000Z	2021-01-15T23:59:59.999000Z
A322	2021-01-15T00:00:00.000000Z	2021-01-15T23:59:59.999000Z
A957	2021-01-15T00:00:00.000000Z	2021-01-15T23:59:59.999000Z
A901	2021-01-15T00:00:00.000000Z	2021-01-15T23:59:59.999000Z
A901	2021-01-16T00:00:00.000000Z	2021-01-16T23:59:59.999000Z
A957	2021-01-16T00:00:00.000000Z	2021-01-16T23:59:59.999000Z
A350	2021-01-16T00:00:00.000000Z	2021-01-16T23:59:59.999000Z
A322	2021-01-16T00:00:00.000000Z	2021-01-16T23:59:59.999000Z
A901	2021-01-17T00:00:00.000000Z	2021-01-17T23:59:59.999000Z
A350	2021-01-17T00:00:00.000000Z	2021-01-17T23:59:59.999000Z
A322	2021-01-17T00:00:00.000000Z	2021-01-17T23:59:59.999000Z
A957	2021-01-17T00:00:00.000000Z	2021-01-17T23:59:59.999000Z
A901	2021-01-18T00:00:00.000000Z	2021-01-18T23:59:59.999000Z
A957	2021-01-18T00:00:00.000000Z	2021-01-18T23:59:59.999000Z
A322	2021-01-18T00:00:00.000000Z	2021-01-18T23:59:59.999000Z
A350	2021-01-18T00:00:00.000000Z	2021-01-18T23:59:59.999000Z
A957	2021-01-19T00:00:00.000000Z	2021-01-19T23:59:59.999000Z
A901	2021-01-19T00:00:00.000000Z	2021-01-19T23:59:59.999000Z
A350	2021-01-19T00:00:00.000000Z	2021-01-19T23:59:59.999000Z
A322	2021-01-19T00:00:00.000000Z	2021-01-19T23:59:59.999000Z
A901	2021-01-20T00:00:00.000000Z	2021-01-20T00:49:59.999000Z
A322	2021-01-20T00:00:00.000000Z	2021-01-20T00:44:59.999000Z
A350	2021-01-20T00:00:00.000000Z	2021-01-20T00:49:59.999000Z
A957	2021-01-20T00:00:00.000000Z	2021-01-20T00:49:59.999000Z
A957	2021-01-20T01:35:00.000000Z	2021-01-20T01:39:59.999000Z
A322	2021-01-20T02:00:00.000000Z	2021-01-20T02:04:59.999000Z
A350	2021-01-20T02:00:00.000000Z	2021-01-20T02:04:59.999000Z
A901	2021-01-20T02:05:00.000000Z	2021-01-20T02:09:59.999000Z
A957	2021-01-20T02:05:00.000000Z	2021-01-20T02:09:59.999000Z
A322	2021-01-21T00:00:00.000000Z	2021-01-21T23:59:59.999000Z
A350	2021-01-21T00:00:00.000000Z	2021-01-21T23:59:59.999000Z
A901	2021-01-21T00:00:00.000000Z	2021-01-21T23:59:59.999000Z
A957	2021-01-21T00:00:00.000000Z	2021-01-21T23:59:59.999000Z
A322	2021-01-22T00:00:00.000000Z	2021-01-22T23:59:59.999000Z
A350	2021-01-22T00:00:00.000000Z	2021-01-22T23:59:59.999000Z
A901	2021-01-22T00:00:00.000000Z	2021-01-22T23:59:59.999000Z
A957	2021-01-22T00:00:00.000000Z	2021-01-22T23:59:59.999000Z
A350	2021-01-23T00:00:00.000000Z	2021-01-23T23:59:59.999000Z
A901	2021-01-23T00:00:00.000000Z	2021-01-23T23:59:59.999000Z
A322	2021-01-23T00:00:00.000000Z	2021-01-23T23:59:59.999000Z
A957	2021-01-23T00:00:00.000000Z	2021-01-23T23:59:59.999000Z
A901	2021-01-24T00:00:00.000000Z	2021-01-24T23:59:59.999000Z
A322	2021-01-24T00:00:00.000000Z	2021-01-24T23:59:59.999000Z
A350	2021-01-24T00:00:00.000000Z	2021-01-24T23:59:59.999000Z
A957	2021-01-24T00:00:00.000000Z	2021-01-24T23:59:59.999000Z
A322	2021-01-25T00:00:00.000000Z	2021-01-25T23:59:59.999000Z
A901	2021-01-25T00:00:00.000000Z	2021-01-25T23:59:59.999000Z
A350	2021-01-25T00:00:00.000000Z	2021-01-25T23:59:59.999000Z
A957	2021-01-25T00:00:00.000000Z	2021-01-25T23:59:59.999000Z
A350	2021-01-26T00:00:00.000000Z	2021-01-26T23:59:59.999000Z
A957	2021-01-26T00:00:00.000000Z	2021-01-26T23:59:59.999000Z
A322	2021-01-26T00:00:00.000000Z	2021-01-26T23:59:59.999000Z
A901	2021-01-26T00:00:00.000000Z	2021-01-26T23:59:59.999000Z
A901	2021-01-27T00:00:00.000000Z	2021-01-27T23:59:59.999000Z
A957	2021-01-27T00:00:00.000000Z	2021-01-27T23:59:59.999000Z
A322	2021-01-27T00:00:00.000000Z	2021-01-27T23:59:59.999000Z
A350	2021-01-27T00:00:00.000000Z	2021-01-27T23:59:59.999000Z
A322	2021-01-28T00:00:00.000000Z	2021-01-28T21:44:59.999000Z
A901	2021-01-28T00:00:00.000000Z	2021-01-28T21:44:59.999000Z
A350	2021-01-28T00:00:00.000000Z	2021-01-28T21:44:59.999000Z
A957	2021-01-28T00:00:00.000000Z	2021-01-28T21:44:59.999000Z
A901	2021-01-28T21:50:00.000000Z	2021-01-28T21:54:59.999000Z
A350	2021-01-28T22:10:00.000000Z	2021-01-28T22:14:59.999000Z
A957	2021-01-28T22:10:00.000000Z	2021-01-28T22:14:59.999000Z
A901	2021-01-28T22:10:00.000000Z	2021-01-28T22:14:59.999000Z
A322	2021-01-28T22:10:00.000000Z	2021-01-28T22:14:59.999000Z
A322	2021-01-29T00:00:00.000000Z	2021-01-29T02:29:59.999000Z
A957	2021-01-29T00:00:00.000000Z	2021-01-29T02:34:59.999000Z
A901	2021-01-29T00:00:00.000000Z	2021-01-29T02:39:59.999000Z
A350	2021-01-29T00:00:00.000000Z	2021-01-29T02:34:59.999000Z
A901	2021-01-29T02:45:00.000000Z	2021-01-29T02:49:59.999000Z
A322	2021-01-29T02:55:00.000000Z	2021-01-29T02:59:59.999000Z
A901	2021-01-29T02:55:00.000000Z	2021-01-29T02:59:59.999000Z
A957	2021-01-29T03:05:00.000000Z	2021-01-29T03:09:59.999000Z
A350	2021-01-29T03:05:00.000000Z	2021-01-29T03:09:59.999000Z
A901	2021-01-29T03:05:00.000000Z	2021-01-29T03:09:59.999000Z
A957	2021-01-30T00:00:00.000000Z	2021-01-30T23:59:59.999000Z
A901	2021-01-30T00:00:00.000000Z	2021-01-30T21:54:59.999000Z
A350	2021-01-30T00:00:00.000000Z	2021-01-30T23:59:59.999000Z
A322	2021-01-30T00:00:00.000000Z	2021-01-30T23:59:59.999000Z
A901	2021-01-30T22:00:00.000000Z	2021-01-30T22:04:59.999000Z
A322	2021-01-31T00:00:00.000000Z	2021-01-31T21:39:59.999000Z
A957	2021-01-31T00:00:00.000000Z	2021-01-31T21:39:59.999000Z
A901	2021-01-31T00:00:00.000000Z	2021-01-31T21:39:59.999000Z
A350	2021-01-31T00:00:00.000000Z	2021-01-31T21:39:59.999000Z
A901	2021-01-31T21:45:00.000000Z	2021-01-31T21:49:59.999000Z
A957	2021-01-31T22:05:00.000000Z	2021-01-31T22:09:59.999000Z
A350	2021-01-31T22:05:00.000000Z	2021-01-31T22:09:59.999000Z
A322	2021-01-31T22:05:00.000000Z	2021-01-31T22:09:59.999000Z
A901	2021-01-31T22:10:00.000000Z	2021-01-31T22:14:59.999000Z
A322	2021-02-01T00:00:00.000000Z	2021-02-01T23:59:59.999000Z
A350	2021-02-01T00:00:00.000000Z	2021-02-01T23:59:59.999000Z
A901	2021-02-01T00:00:00.000000Z	2021-02-01T23:59:59.999000Z
A957	2021-02-01T00:00:00.000000Z	2021-02-01T23:59:59.999000Z
A322	2021-02-02T00:00:00.000000Z	2021-02-02T23:59:59.999000Z
A350	2021-02-02T00:00:00.000000Z	2021-02-02T23:59:59.999000Z
A901	2021-02-02T00:00:00.000000Z	2021-02-02T23:59:59.999000Z
A957	2021-02-02T00:00:00.000000Z	2021-02-02T23:59:59.999000Z
A957	2021-02-03T00:00:00.000000Z	2021-02-03T23:59:59.999000Z
A901	2021-02-03T00:00:00.000000Z	2021-02-03T23:59:59.999000Z
A350	2021-02-03T00:00:00.000000Z	2021-02-03T23:59:59.999000Z
A322	2021-02-03T00:00:00.000000Z	2021-02-03T23:59:59.999000Z
A957	2021-02-04T00:00:00.000000Z	2021-02-04T23:59:59.999000Z
A901	2021-02-04T00:00:00.000000Z	2021-02-04T23:59:59.999000Z
A322	2021-02-04T00:00:00.000000Z	2021-02-04T23:59:59.999000Z
A350	2021-02-04T00:00:00.000000Z	2021-02-04T23:59:59.999000Z
A350	2021-02-05T00:00:00.000000Z	2021-02-05T06:14:59.999000Z
A322	2021-02-05T00:00:00.000000Z	2021-02-05T06:14:59.999000Z
A957	2021-02-05T00:00:00.000000Z	2021-02-05T06:14:59.999000Z
A901	2021-02-05T00:00:00.000000Z	2021-02-05T06:14:59.999000Z
A957	2021-02-05T06:45:00.000000Z	2021-02-05T06:49:59.999000Z
A322	2021-02-05T06:45:00.000000Z	2021-02-05T06:49:59.999000Z
A350	2021-02-05T06:45:00.000000Z	2021-02-05T06:49:59.999000Z
A350	2021-02-05T07:15:00.000000Z	2021-02-05T07:19:59.999000Z
A322	2021-02-05T07:15:00.000000Z	2021-02-05T07:19:59.999000Z
A901	2021-02-05T09:10:00.000000Z	2021-02-05T09:14:59.999000Z
A901	2021-02-05T09:30:00.000000Z	2021-02-05T09:34:59.999000Z
A901	2021-02-05T10:35:00.000000Z	2021-02-05T10:39:59.999000Z
A322	2021-02-05T10:40:00.000000Z	2021-02-05T12:59:59.999000Z
A350	2021-02-05T10:55:00.000000Z	2021-02-05T12:59:59.999000Z
A957	2021-02-05T10:55:00.000000Z	2021-02-05T12:59:59.999000Z
A901	2021-02-05T10:55:00.000000Z	2021-02-05T12:59:59.999000Z
A322	2021-02-08T08:45:00.000000Z	2021-02-08T08:49:59.999000Z
A957	2021-02-08T08:45:00.000000Z	2021-02-08T08:49:59.999000Z
A901	2021-02-08T08:45:00.000000Z	2021-02-08T08:49:59.999000Z
A350	2021-02-08T08:45:00.000000Z	2021-02-08T08:49:59.999000Z
A957	2021-02-09T00:00:00.000000Z	2021-02-09T23:59:59.999000Z
A901	2021-02-09T00:00:00.000000Z	2021-02-09T23:59:59.999000Z
A322	2021-02-09T00:00:00.000000Z	2021-02-09T23:59:59.999000Z
A350	2021-02-09T00:00:00.000000Z	2021-02-09T23:59:59.999000Z
A957	2021-02-10T00:00:00.000000Z	2021-02-10T23:59:59.999000Z
A901	2021-02-10T00:00:00.000000Z	2021-02-10T23:59:59.999000Z
A350	2021-02-10T00:00:00.000000Z	2021-02-10T23:59:59.999000Z
A322	2021-02-10T00:00:00.000000Z	2021-02-10T23:59:59.999000Z
A901	2021-02-11T00:00:00.000000Z	2021-02-11T23:59:59.999000Z
A957	2021-02-11T00:00:00.000000Z	2021-02-11T23:59:59.999000Z
A322	2021-02-11T00:00:00.000000Z	2021-02-11T23:59:59.999000Z
A350	2021-02-11T00:00:00.000000Z	2021-02-11T23:59:59.999000Z
A322	2021-02-12T00:00:00.000000Z	2021-02-12T23:59:59.999000Z
A350	2021-02-12T00:00:00.000000Z	2021-02-12T23:59:59.999000Z
A957	2021-02-12T00:00:00.000000Z	2021-02-12T23:59:59.999000Z
A901	2021-02-12T00:00:00.000000Z	2021-02-12T23:59:59.999000Z
A957	2021-02-13T00:00:00.000000Z	2021-02-13T00:54:59.999000Z
A901	2021-02-13T00:00:00.000000Z	2021-02-13T00:44:59.999000Z
A322	2021-02-13T00:00:00.000000Z	2021-02-13T00:34:59.999000Z
A350	2021-02-13T00:00:00.000000Z	2021-02-13T00:34:59.999000Z
A350	2021-02-13T00:40:00.000000Z	2021-02-13T00:54:59.999000Z
A322	2021-02-13T00:45:00.000000Z	2021-02-13T00:49:59.999000Z
A901	2021-02-13T01:05:00.000000Z	2021-02-13T01:09:59.999000Z
A322	2021-02-13T01:05:00.000000Z	2021-02-13T01:09:59.999000Z
A350	2021-02-13T01:05:00.000000Z	2021-02-13T01:09:59.999000Z
A957	2021-02-13T01:05:00.000000Z	2021-02-13T01:09:59.999000Z
A901	2021-02-14T00:00:00.000000Z	2021-02-14T23:59:59.999000Z
A957	2021-02-14T00:00:00.000000Z	2021-02-14T23:59:59.999000Z
A322	2021-02-14T00:00:00.000000Z	2021-02-14T23:59:59.999000Z
A350	2021-02-14T00:00:00.000000Z	2021-02-14T23:59:59.999000Z
A957	2021-02-15T00:00:00.000000Z	2021-02-15T23:59:59.999000Z
A901	2021-02-15T00:00:00.000000Z	2021-02-15T23:59:59.999000Z
A350	2021-02-15T00:00:00.000000Z	2021-02-15T23:59:59.999000Z
A322	2021-02-15T00:00:00.000000Z	2021-02-15T23:59:59.999000Z
A350	2021-02-16T00:00:00.000000Z	2021-02-16T23:59:59.999000Z
A322	2021-02-16T00:00:00.000000Z	2021-02-16T23:59:59.999000Z
A957	2021-02-16T00:00:00.000000Z	2021-02-16T23:59:59.999000Z
A901	2021-02-16T00:00:00.000000Z	2021-02-16T23:59:59.999000Z
A350	2021-02-17T00:00:00.000000Z	2021-02-17T23:59:59.999000Z
A322	2021-02-17T00:00:00.000000Z	2021-02-17T23:59:59.999000Z
A957	2021-02-17T00:00:00.000000Z	2021-02-17T23:59:59.999000Z
A901	2021-02-17T00:00:00.000000Z	2021-02-17T23:59:59.999000Z
A901	2021-02-18T00:00:00.000000Z	2021-02-18T16:04:59.999000Z
A957	2021-02-18T00:00:00.000000Z	2021-02-18T15:54:59.999000Z
A350	2021-02-18T00:00:00.000000Z	2021-02-18T15:54:59.999000Z
A322	2021-02-18T00:00:00.000000Z	2021-02-18T15:54:59.999000Z
A322	2021-02-18T16:25:00.000000Z	2021-02-18T16:29:59.999000Z
A350	2021-02-18T16:25:00.000000Z	2021-02-18T16:29:59.999000Z
A957	2021-02-18T16:25:00.000000Z	2021-02-18T16:29:59.999000Z
A901	2021-02-18T16:25:00.000000Z	2021-02-18T16:29:59.999000Z
A957	2021-02-19T00:00:00.000000Z	2021-02-19T23:59:59.999000Z
A901	2021-02-19T00:00:00.000000Z	2021-02-19T23:59:59.999000Z
A350	2021-02-19T00:00:00.000000Z	2021-02-19T23:59:59.999000Z
A322	2021-02-19T00:00:00.000000Z	2021-02-19T23:59:59.999000Z
A957	2021-02-20T00:00:00.000000Z	2021-02-20T23:59:59.999000Z
A901	2021-02-20T00:00:00.000000Z	2021-02-20T23:59:59.999000Z
A350	2021-02-20T00:00:00.000000Z	2021-02-20T23:59:59.999000Z
A322	2021-02-20T00:00:00.000000Z	2021-02-20T23:59:59.999000Z
A901	2021-02-21T00:00:00.000000Z	2021-02-21T07:49:59.999000Z
A322	2021-02-21T00:00:00.000000Z	2021-02-21T07:44:59.999000Z
A957	2021-02-21T00:00:00.000000Z	2021-02-21T07:44:59.999000Z
A350	2021-02-21T00:00:00.000000Z	2021-02-21T07:44:59.999000Z
A901	2021-02-21T08:15:00.000000Z	2021-02-21T08:19:59.999000Z
A350	2021-02-21T08:15:00.000000Z	2021-02-21T08:19:59.999000Z
A322	2021-02-21T08:15:00.000000Z	2021-02-21T08:19:59.999000Z
A957	2021-02-21T08:15:00.000000Z	2021-02-21T08:19:59.999000Z
A901	2021-02-22T00:00:00.000000Z	2021-02-22T15:19:59.999000Z
A957	2021-02-22T00:00:00.000000Z	2021-02-22T23:59:59.999000Z
A322	2021-02-22T00:00:00.000000Z	2021-02-22T23:59:59.999000Z
A350	2021-02-22T00:00:00.000000Z	2021-02-22T15:09:59.999000Z
A350	2021-02-22T15:15:00.000000Z	2021-02-22T15:19:59.999000Z
A901	2021-02-22T15:25:00.000000Z	2021-02-22T16:09:59.999000Z
A901	2021-02-22T16:20:00.000000Z	2021-02-22T16:24:59.999000Z
A350	2021-02-23T00:00:00.000000Z	2021-02-23T00:09:59.999000Z
A901	2021-02-23T00:00:00.000000Z	2021-02-23T00:14:59.999000Z
A957	2021-02-23T00:00:00.000000Z	2021-02-23T00:09:59.999000Z
A322	2021-02-23T00:00:00.000000Z	2021-02-23T00:09:59.999000Z
A957	2021-02-23T00:35:00.000000Z	2021-02-23T00:39:59.999000Z
A901	2021-02-23T00:35:00.000000Z	2021-02-23T00:39:59.999000Z
A350	2021-02-23T00:35:00.000000Z	2021-02-23T00:39:59.999000Z
A322	2021-02-23T00:35:00.000000Z	2021-02-23T00:39:59.999000Z
A901	2021-02-24T00:00:00.000000Z	2021-02-24T07:54:59.999000Z
A322	2021-02-24T00:00:00.000000Z	2021-02-24T23:59:59.999000Z
A350	2021-02-24T00:00:00.000000Z	2021-02-24T23:59:59.999000Z
A957	2021-02-24T00:00:00.000000Z	2021-02-24T23:59:59.999000Z
A901	2021-02-24T08:00:00.000000Z	2021-02-24T08:04:59.999000Z
A322	2021-02-25T00:00:00.000000Z	2021-02-25T23:04:59.999000Z
A350	2021-02-25T00:00:00.000000Z	2021-02-25T23:04:59.999000Z
A901	2021-02-25T00:00:00.000000Z	2021-02-25T23:09:59.999000Z
A957	2021-02-25T00:00:00.000000Z	2021-02-25T23:04:59.999000Z
A350	2021-02-26T00:35:00.000000Z	2021-02-26T00:39:59.999000Z
A957	2021-02-26T00:35:00.000000Z	2021-02-26T00:39:59.999000Z
A322	2021-02-26T00:40:00.000000Z	2021-02-26T00:44:59.999000Z
A901	2021-02-26T00:40:00.000000Z	2021-02-26T00:44:59.999000Z
A901	2021-02-27T00:00:00.000000Z	2021-02-27T23:59:59.999000Z
A957	2021-02-27T00:00:00.000000Z	2021-02-27T23:59:59.999000Z
A322	2021-02-27T00:00:00.000000Z	2021-02-27T23:59:59.999000Z
A350	2021-02-27T00:00:00.000000Z	2021-02-27T23:59:59.999000Z
A957	2021-02-28T00:00:00.000000Z	2021-02-28T07:39:59.999000Z
A901	2021-02-28T00:00:00.000000Z	2021-02-28T07:49:59.999000Z
A350	2021-02-28T00:00:00.000000Z	2021-02-28T07:39:59.999000Z
A322	2021-02-28T00:00:00.000000Z	2021-02-28T07:39:59.999000Z
A322	2021-02-28T08:15:00.000000Z	2021-02-28T08:19:59.999000Z
A350	2021-02-28T08:15:00.000000Z	2021-02-28T08:19:59.999000Z
A957	2021-02-28T08:15:00.000000Z	2021-02-28T08:19:59.999000Z
A901	2021-02-28T08:15:00.000000Z	2021-02-28T08:19:59.999000Z
A322	2021-03-01T00:00:00.000000Z	2021-03-01T23:59:59.999000Z
A350	2021-03-01T00:00:00.000000Z	2021-03-01T23:59:59.999000Z
A957	2021-03-01T00:00:00.000000Z	2021-03-01T23:59:59.999000Z
A901	2021-03-01T00:00:00.000000Z	2021-03-01T23:59:59.999000Z
A957	2021-03-02T00:00:00.000000Z	2021-03-02T12:29:59.999000Z
A322	2021-03-02T00:00:00.000000Z	2021-03-02T12:29:59.999000Z
A350	2021-03-02T00:00:00.000000Z	2021-03-02T12:29:59.999000Z
A901	2021-03-02T00:00:00.000000Z	2021-03-02T12:34:59.999000Z
A957	2021-03-02T12:35:00.000000Z	2021-03-02T12:39:59.999000Z
A350	2021-03-02T12:35:00.000000Z	2021-03-02T12:39:59.999000Z
A322	2021-03-02T12:35:00.000000Z	2021-03-02T12:39:59.999000Z
A901	2021-03-02T12:55:00.000000Z	2021-03-02T12:59:59.999000Z
A350	2021-03-02T12:55:00.000000Z	2021-03-02T12:59:59.999000Z
A322	2021-03-02T12:55:00.000000Z	2021-03-02T12:59:59.999000Z
A957	2021-03-02T12:55:00.000000Z	2021-03-02T12:59:59.999000Z
A957	2021-03-03T00:00:00.000000Z	2021-03-03T23:59:59.999000Z
A901	2021-03-03T00:00:00.000000Z	2021-03-03T23:59:59.999000Z
A322	2021-03-03T00:00:00.000000Z	2021-03-03T23:59:59.999000Z
A350	2021-03-03T00:00:00.000000Z	2021-03-03T23:59:59.999000Z
A901	2021-03-04T00:00:00.000000Z	2021-03-04T23:59:59.999000Z
A957	2021-03-04T00:00:00.000000Z	2021-03-04T23:59:59.999000Z
A350	2021-03-04T00:00:00.000000Z	2021-03-04T23:59:59.999000Z
