Digitiser	Starttime	Endtime
A350	2022-01-29T00:00:00.000000Z	2022-01-29T23:59:59.999000Z
A901	2022-01-29T00:00:00.000000Z	2022-01-29T23:59:59.999000Z
A957	2022-01-29T00:00:00.000000Z	2022-01-29T23:59:59.999000Z
A957	2022-01-30T00:00:00.000000Z	2022-01-30T23:59:59.999000Z
A901	2022-01-30T00:00:00.000000Z	2022-01-30T23:59:59.999000Z
A350	2022-01-30T00:00:00.000000Z	2022-01-30T23:59:59.999000Z
A322	2022-01-30T00:00:00.000000Z	2022-01-30T23:59:59.999000Z
A957	2022-01-31T00:00:00.000000Z	2022-01-31T23:59:59.999000Z
A901	2022-01-31T00:00:00.000000Z	2022-01-31T23:59:59.999000Z
A350	2022-01-31T00:00:00.000000Z	2022-01-31T23:59:59.999000Z
A322	2022-01-31T00:00:00.000000Z	2022-01-31T23:59:59.999000Z
A350	2022-02-01T00:00:00.000000Z	2022-02-01T23:59:59.999000Z
A322	2022-02-01T00:00:00.000000Z	2022-02-01T23:59:59.999000Z
A957	2022-02-01T00:00:00.000000Z	2022-02-01T23:59:59.999000Z
A901	2022-02-01T00:00:00.000000Z	2022-02-01T23:59:59.999000Z
A901	2022-02-02T00:00:00.000000Z	2022-02-02T23:59:59.999000Z
A350	2022-02-02T00:00:00.000000Z	2022-02-02T23:59:59.999000Z
A957	2022-02-02T00:00:00.000000Z	2022-02-02T23:59:59.999000Z
A322	2022-02-02T00:00:00.000000Z	2022-02-02T23:59:59.999000Z
A322	2022-02-03T00:00:00.000000Z	2022-02-03T23:59:59.999000Z
A901	2022-02-03T00:00:00.000000Z	2022-02-03T23:59:59.999000Z
A350	2022-02-03T00:00:00.000000Z	2022-02-03T23:59:59.999000Z
A957	2022-02-03T00:00:00.000000Z	2022-02-03T23:59:59.999000Z
A957	2022-02-04T00:00:00.000000Z	2022-02-04T15:14:59.999000Z
A901	2022-02-04T00:00:00.000000Z	2022-02-04T15:14:59.999000Z
A322	2022-02-04T00:00:00.000000Z	2022-02-04T15:14:59.999000Z
A350	2022-02-04T00:00:00.000000Z	2022-02-04T15:14:59.999000Z
A322	2022-03-02T11:00:00.000000Z	2022-03-02T11:09:59.999000Z
A901	2022-03-02T11:00:00.000000Z	2022-03-02T11:09:59.999000Z
A957	2022-03-02T11:00:00.000000Z	2022-03-02T11:09:59.999000Z
A322	2022-03-02T11:20:00.000000Z	2022-03-02T16:39:59.999000Z
A901	2022-03-02T11:20:00.000000Z	2022-03-02T16:39:59.999000Z
A957	2022-03-02T11:20:00.000000Z	2022-03-02T16:39:59.999000Z
A350	2022-03-02T12:00:00.000000Z	2022-03-02T15:59:59.999000Z
A322	2022-03-14T08:40:00.000000Z	2022-03-14T08:44:59.999000Z
A957	2022-03-14T08:40:00.000000Z	2022-03-14T08:44:59.999000Z
A901	2022-03-14T08:40:00.000000Z	2022-03-14T08:44:59.999000Z
A350	2022-03-14T12:50:00.000000Z	2022-03-14T12:54:59.999000Z
A957	2022-03-15T00:00:00.000000Z	2022-03-15T23:59:59.999000Z
A350	2022-03-15T00:00:00.000000Z	2022-03-15T23:59:59.999000Z
A901	2022-03-15T00:00:00.000000Z	2022-03-15T23:59:59.999000Z
A322	2022-03-15T00:00:00.000000Z	2022-03-15T23:59:59.999000Z
A350	2022-03-16T00:00:00.000000Z	2022-03-16T23:59:59.999000Z
A322	2022-03-16T00:00:00.000000Z	2022-03-16T23:59:59.999000Z
A957	2022-03-16T00:00:00.000000Z	2022-03-16T23:59:59.999000Z
A901	2022-03-16T00:00:00.000000Z	2022-03-16T23:59:59.999000Z
A957	2022-03-17T00:00:00.000000Z	2022-03-17T23:59:59.999000Z
A901	2022-03-17T00:00:00.000000Z	2022-03-17T23:59:59.999000Z
A350	2022-03-17T00:00:00.000000Z	2022-03-17T23:59:59.999000Z
A322	2022-03-17T00:00:00.000000Z	2022-03-17T23:59:59.999000Z
A901	2022-03-18T00:00:00.000000Z	2022-03-18T23:59:59.999000Z
A322	2022-03-18T00:00:00.000000Z	2022-03-18T23:59:59.999000Z
A957	2022-03-18T00:00:00.000000Z	2022-03-18T23:59:59.999000Z
A350	2022-03-18T00:00:00.000000Z	2022-03-18T23:59:59.999000Z
A322	2022-03-19T00:00:00.000000Z	2022-03-19T23:59:59.999000Z
A957	2022-03-19T00:00:00.000000Z	2022-03-19T23:59:59.999000Z
A901	2022-03-19T00:00:00.000000Z	2022-03-19T23:59:59.999000Z
A350	2022-03-19T00:00:00.000000Z	2022-03-19T23:59:59.999000Z
A322	2022-03-20T00:00:00.000000Z	2022-03-20T23:59:59.999000Z
A901	2022-03-20T00:00:00.000000Z	2022-03-20T23:59:59.999000Z
A957	2022-03-20T00:00:00.000000Z	2022-03-20T23:59:59.999000Z
A350	2022-03-20T00:00:00.000000Z	2022-03-20T23:59:59.999000Z
A901	2022-03-21T00:00:00.000000Z	2022-03-21T23:59:59.999000Z
A957	2022-03-21T00:00:00.000000Z	2022-03-21T23:59:59.999000Z
A350	2022-03-21T00:00:00.000000Z	2022-03-21T23:59:59.999000Z
A322	2022-03-21T00:00:00.000000Z	2022-03-21T23:59:59.999000Z
A322	2022-03-22T00:00:00.000000Z	2022-03-22T23:59:59.999000Z
A957	2022-03-22T00:00:00.000000Z	2022-03-22T23:59:59.999000Z
A350	2022-03-22T00:00:00.000000Z	2022-03-22T23:59:59.999000Z
A901	2022-03-22T00:00:00.000000Z	2022-03-22T23:59:59.999000Z
A322	2022-03-23T00:00:00.000000Z	2022-03-23T02:24:59.999000Z
A350	2022-03-23T00:00:00.000000Z	2022-03-23T02:24:59.999000Z
A901	2022-03-23T00:00:00.000000Z	2022-03-23T02:29:59.999000Z
A957	2022-03-23T00:00:00.000000Z	2022-03-23T02:29:59.999000Z
A957	2022-03-23T03:00:00.000000Z	2022-03-23T03:09:59.999000Z
A350	2022-03-23T03:10:00.000000Z	2022-03-23T03:14:59.999000Z
A322	2022-03-23T03:15:00.000000Z	2022-03-23T03:19:59.999000Z
A901	2022-03-23T03:15:00.000000Z	2022-03-23T03:19:59.999000Z
A957	2022-03-23T03:20:00.000000Z	2022-03-23T03:24:59.999000Z
A957	2022-03-24T00:00:00.000000Z	2022-03-24T23:59:59.999000Z
A901	2022-03-24T00:00:00.000000Z	2022-03-24T23:59:59.999000Z
A322	2022-03-24T00:00:00.000000Z	2022-03-24T23:59:59.999000Z
A350	2022-03-24T00:00:00.000000Z	2022-03-24T23:59:59.999000Z
A957	2022-03-25T00:00:00.000000Z	2022-03-25T23:59:59.999000Z
A350	2022-03-25T00:00:00.000000Z	2022-03-25T23:59:59.999000Z
A901	2022-03-25T00:00:00.000000Z	2022-03-25T23:59:59.999000Z
A322	2022-03-25T00:00:00.000000Z	2022-03-25T23:59:59.999000Z
A322	2022-03-26T00:00:00.000000Z	2022-03-26T23:59:59.999000Z
A957	2022-03-26T00:00:00.000000Z	2022-03-26T23:59:59.999000Z
A350	2022-03-26T00:00:00.000000Z	2022-03-26T23:59:59.999000Z
A901	2022-03-26T00:00:00.000000Z	2022-03-26T23:59:59.999000Z
A322	2022-03-27T00:00:00.000000Z	2022-03-27T23:59:59.999000Z
A350	2022-03-27T00:00:00.000000Z	2022-03-27T23:59:59.999000Z
A901	2022-03-27T00:00:00.000000Z	2022-03-27T23:59:59.999000Z
A957	2022-03-27T00:00:00.000000Z	2022-03-27T23:59:59.999000Z
A957	2022-03-28T00:00:00.000000Z	2022-03-28T23:59:59.999000Z
A322	2022-03-28T00:00:00.000000Z	2022-03-28T23:59:59.999000Z
A901	2022-03-28T00:00:00.000000Z	2022-03-28T23:59:59.999000Z
A350	2022-03-28T00:00:00.000000Z	2022-03-28T23:59:59.999000Z
A957	2022-03-29T00:00:00.000000Z	2022-03-29T23:59:59.999000Z
A901	2022-03-29T00:00:00.000000Z	2022-03-29T23:59:59.999000Z
A322	2022-03-29T00:00:00.000000Z	2022-03-29T23:59:59.999000Z
A350	2022-03-29T00:00:00.000000Z	2022-03-29T23:59:59.999000Z
A957	2022-03-30T00:00:00.000000Z	2022-03-30T23:59:59.999000Z
A350	2022-03-30T00:00:00.000000Z	2022-03-30T23:59:59.999000Z
A322	2022-03-30T00:00:00.000000Z	2022-03-30T23:59:59.999000Z
A901	2022-03-30T00:00:00.000000Z	2022-03-30T23:59:59.999000Z
A957	2022-03-31T00:00:00.000000Z	2022-03-31T23:59:59.999000Z
A350	2022-03-31T00:00:00.000000Z	2022-03-31T23:59:59.999000Z
A322	2022-03-31T00:00:00.000000Z	2022-03-31T23:59:59.999000Z
A901	2022-03-31T00:00:00.000000Z	2022-03-31T23:59:59.999000Z
A350	2022-04-01T00:00:00.000000Z	2022-04-01T23:59:59.999000Z
A901	2022-04-01T00:00:00.000000Z	2022-04-01T23:59:59.999000Z
A957	2022-04-01T00:00:00.000000Z	2022-04-01T23:59:59.999000Z
A322	2022-04-01T00:00:00.000000Z	2022-04-01T23:59:59.999000Z
A901	2022-04-02T00:00:00.000000Z	2022-04-02T23:59:59.999000Z
A350	2022-04-02T00:00:00.000000Z	2022-04-02T23:59:59.999000Z
A957	2022-04-02T00:00:00.000000Z	2022-04-02T23:59:59.999000Z
A322	2022-04-02T00:00:00.000000Z	2022-04-02T23:59:59.999000Z
A901	2022-04-03T00:00:00.000000Z	2022-04-03T23:59:59.999000Z
A350	2022-04-03T00:00:00.000000Z	2022-04-03T23:59:59.999000Z
A957	2022-04-03T00:00:00.000000Z	2022-04-03T23:59:59.999000Z
A322	2022-04-03T00:00:00.000000Z	2022-04-03T23:59:59.999000Z
A901	2022-04-04T00:00:00.000000Z	2022-04-04T23:59:59.999000Z
A350	2022-04-04T00:00:00.000000Z	2022-04-04T23:59:59.999000Z
A322	2022-04-04T00:00:00.000000Z	2022-04-04T23:59:59.999000Z
A957	2022-04-04T00:00:00.000000Z	2022-04-04T23:59:59.999000Z
A322	2022-04-05T00:00:00.000000Z	2022-04-05T23:59:59.999000Z
A957	2022-04-05T00:00:00.000000Z	2022-04-05T23:59:59.999000Z
A350	2022-04-05T00:00:00.000000Z	2022-04-05T23:59:59.999000Z
A901	2022-04-05T00:00:00.000000Z	2022-04-05T23:59:59.999000Z
A901	2022-04-06T00:00:00.000000Z	2022-04-06T23:59:59.999000Z
A957	2022-04-06T00:00:00.000000Z	2022-04-06T23:59:59.999000Z
A322	2022-04-06T00:00:00.000000Z	2022-04-06T23:59:59.999000Z
A350	2022-04-06T00:00:00.000000Z	2022-04-06T23:59:59.999000Z
A322	2022-04-07T00:00:00.000000Z	2022-04-07T01:24:59.999000Z
A901	2022-04-07T00:00:00.000000Z	2022-04-07T01:29:59.999000Z
A957	2022-04-07T00:00:00.000000Z	2022-04-07T01:29:59.999000Z
A350	2022-04-07T00:00:00.000000Z	2022-04-07T01:24:59.999000Z
A957	2022-04-07T08:25:00.000000Z	2022-04-07T08:34:59.999000Z
A322	2022-04-07T12:10:00.000000Z	2022-04-07T12:14:59.999000Z
A350	2022-04-07T12:10:00.000000Z	2022-04-07T12:14:59.999000Z
A957	2022-04-07T12:10:00.000000Z	2022-04-07T12:14:59.999000Z
A901	2022-04-07T12:10:00.000000Z	2022-04-07T12:14:59.999000Z
A322	2022-04-08T00:00:00.000000Z	2022-04-08T23:59:59.999000Z
A957	2022-04-08T00:00:00.000000Z	2022-04-08T23:59:59.999000Z
A350	2022-04-08T00:00:00.000000Z	2022-04-08T23:59:59.999000Z
A901	2022-04-08T00:00:00.000000Z	2022-04-08T23:59:59.999000Z
A322	2022-04-09T00:00:00.000000Z	2022-04-09T23:59:59.999000Z
A901	2022-04-09T00:00:00.000000Z	2022-04-09T23:59:59.999000Z
A350	2022-04-09T00:00:00.000000Z	2022-04-09T23:59:59.999000Z
A957	2022-04-09T00:00:00.000000Z	2022-04-09T23:59:59.999000Z
A322	2022-04-10T00:00:00.000000Z	2022-04-10T23:59:59.999000Z
A350	2022-04-10T00:00:00.000000Z	2022-04-10T23:59:59.999000Z
A901	2022-04-10T00:00:00.000000Z	2022-04-10T23:59:59.999000Z
A957	2022-04-10T00:00:00.000000Z	2022-04-10T23:59:59.999000Z
A957	2022-04-11T00:00:00.000000Z	2022-04-11T23:59:59.999000Z
A901	2022-04-11T00:00:00.000000Z	2022-04-11T23:59:59.999000Z
A350	2022-04-11T00:00:00.000000Z	2022-04-11T23:59:59.999000Z
A322	2022-04-11T00:00:00.000000Z	2022-04-11T23:59:59.999000Z
A901	2022-04-12T00:00:00.000000Z	2022-04-12T23:59:59.999000Z
A350	2022-04-12T00:00:00.000000Z	2022-04-12T23:59:59.999000Z
A322	2022-04-12T00:00:00.000000Z	2022-04-12T23:59:59.999000Z
A957	2022-04-12T00:00:00.000000Z	2022-04-12T23:59:59.999000Z
A322	2022-04-13T00:00:00.000000Z	2022-04-13T23:59:59.999000Z
A350	2022-04-13T00:00:00.000000Z	2022-04-13T23:59:59.999000Z
A901	2022-04-13T00:00:00.000000Z	2022-04-13T23:59:59.999000Z
A957	2022-04-13T00:00:00.000000Z	2022-04-13T23:59:59.999000Z
A901	2022-04-14T00:00:00.000000Z	2022-04-14T23:59:59.999000Z
A957	2022-04-14T00:00:00.000000Z	2022-04-14T23:59:59.999000Z
A350	2022-04-14T00:00:00.000000Z	2022-04-14T23:59:59.999000Z
A322	2022-04-14T00:00:00.000000Z	2022-04-14T23:59:59.999000Z
A901	2022-04-15T00:00:00.000000Z	2022-04-15T23:59:59.999000Z
A957	2022-04-15T00:00:00.000000Z	2022-04-15T23:59:59.999000Z
A322	2022-04-15T00:00:00.000000Z	2022-04-15T23:59:59.999000Z
A350	2022-04-15T00:00:00.000000Z	2022-04-15T23:59:59.999000Z
A350	2022-04-16T00:00:00.000000Z	2022-04-16T23:59:59.999000Z
A901	2022-04-16T00:00:00.000000Z	2022-04-16T23:59:59.999000Z
A957	2022-04-16T00:00:00.000000Z	2022-04-16T23:59:59.999000Z
A322	2022-04-16T00:00:00.000000Z	2022-04-16T23:59:59.999000Z
A350	2022-04-17T00:00:00.000000Z	2022-04-17T23:59:59.999000Z
A957	2022-04-17T00:00:00.000000Z	2022-04-17T23:59:59.999000Z
A901	2022-04-17T00:00:00.000000Z	2022-04-17T23:59:59.999000Z
A322	2022-04-17T00:00:00.000000Z	2022-04-17T23:59:59.999000Z
A957	2022-04-18T00:00:00.000000Z	2022-04-18T18:29:59.999000Z
A350	2022-04-18T00:00:00.000000Z	2022-04-18T18:29:59.999000Z
A901	2022-04-18T00:00:00.000000Z	2022-04-18T18:39:59.999000Z
A322	2022-04-18T00:00:00.000000Z	2022-04-18T18:29:59.999000Z
A901	2022-04-18T23:50:00.000000Z	2022-04-18T23:54:59.999000Z
A901	2022-04-19T06:35:00.000000Z	2022-04-19T06:39:59.999000Z
A322	2022-04-19T06:40:00.000000Z	2022-04-19T06:44:59.999000Z
A901	2022-04-19T07:00:00.000000Z	2022-04-19T07:04:59.999000Z
A957	2022-04-19T08:20:00.000000Z	2022-04-19T08:24:59.999000Z
A901	2022-04-19T08:25:00.000000Z	2022-04-19T08:34:59.999000Z
A322	2022-04-19T08:30:00.000000Z	2022-04-19T08:34:59.999000Z
A957	2022-04-19T08:35:00.000000Z	2022-04-19T08:39:59.999000Z
A322	2022-04-19T09:15:00.000000Z	2022-04-19T09:19:59.999000Z
A322	2022-04-19T09:25:00.000000Z	2022-04-19T09:29:59.999000Z
A901	2022-04-19T09:30:00.000000Z	2022-04-19T09:34:59.999000Z
A350	2022-04-19T09:30:00.000000Z	2022-04-19T09:34:59.999000Z
A957	2022-04-19T09:30:00.000000Z	2022-04-19T09:34:59.999000Z
A957	2022-04-20T00:00:00.000000Z	2022-04-20T23:59:59.999000Z
A350	2022-04-20T00:00:00.000000Z	2022-04-20T23:59:59.999000Z
A322	2022-04-20T00:00:00.000000Z	2022-04-20T23:59:59.999000Z
A901	2022-04-20T00:00:00.000000Z	2022-04-20T23:59:59.999000Z
A901	2022-04-21T00:00:00.000000Z	2022-04-21T23:59:59.999000Z
A350	2022-04-21T00:00:00.000000Z	2022-04-21T23:59:59.999000Z
A957	2022-04-21T00:00:00.000000Z	2022-04-21T23:59:59.999000Z
A322	2022-04-21T00:00:00.000000Z	2022-04-21T23:59:59.999000Z
A901	2022-04-22T00:00:00.000000Z	2022-04-22T23:59:59.999000Z
A350	2022-04-22T00:00:00.000000Z	2022-04-22T23:59:59.999000Z
A957	2022-04-22T00:00:00.000000Z	2022-04-22T23:59:59.999000Z
A322	2022-04-22T00:00:00.000000Z	2022-04-22T23:59:59.999000Z
A901	2022-04-23T00:00:00.000000Z	2022-04-23T20:34:59.999000Z
A322	2022-04-23T00:00:00.000000Z	2022-04-23T20:34:59.999000Z
A350	2022-04-23T00:00:00.000000Z	2022-04-23T19:44:59.999000Z
A957	2022-04-23T00:00:00.000000Z	2022-04-23T20:34:59.999000Z
A350	2022-04-23T19:50:00.000000Z	2022-04-23T20:34:59.999000Z
A957	2022-04-23T20:40:00.000000Z	2022-04-23T20:44:59.999000Z
A901	2022-04-23T20:40:00.000000Z	2022-04-23T20:44:59.999000Z
A350	2022-04-23T20:40:00.000000Z	2022-04-23T20:44:59.999000Z
A322	2022-04-23T20:40:00.000000Z	2022-04-23T20:44:59.999000Z
A350	2022-04-24T00:00:00.000000Z	2022-04-24T23:59:59.999000Z
A957	2022-04-24T00:00:00.000000Z	2022-04-24T23:59:59.999000Z
A322	2022-04-24T00:00:00.000000Z	2022-04-24T23:59:59.999000Z
A901	2022-04-24T00:00:00.000000Z	2022-04-24T23:59:59.999000Z
A957	2022-04-25T00:00:00.000000Z	2022-04-25T23:59:59.999000Z
A350	2022-04-25T00:00:00.000000Z	2022-04-25T23:59:59.999000Z
A901	2022-04-25T00:00:00.000000Z	2022-04-25T23:59:59.999000Z
A322	2022-04-25T00:00:00.000000Z	2022-04-25T23:59:59.999000Z
A350	2022-04-26T00:00:00.000000Z	2022-04-26T23:59:59.999000Z
A901	2022-04-26T00:00:00.000000Z	2022-04-26T23:59:59.999000Z
A322	2022-04-26T00:00:00.000000Z	2022-04-26T23:59:59.999000Z
A957	2022-04-26T00:00:00.000000Z	2022-04-26T23:59:59.999000Z
A901	2022-04-27T00:00:00.000000Z	2022-04-27T23:59:59.999000Z
A322	2022-04-27T00:00:00.000000Z	2022-04-27T23:59:59.999000Z
A957	2022-04-27T00:00:00.000000Z	2022-04-27T23:59:59.999000Z
A350	2022-04-27T00:00:00.000000Z	2022-04-27T23:59:59.999000Z
A350	2022-04-28T00:00:00.000000Z	2022-04-28T23:59:59.999000Z
A957	2022-04-28T00:00:00.000000Z	2022-04-28T23:59:59.999000Z
A322	2022-04-28T00:00:00.000000Z	2022-04-28T23:59:59.999000Z
A901	2022-04-28T00:00:00.000000Z	2022-04-28T23:59:59.999000Z
A350	2022-04-29T00:00:00.000000Z	2022-04-29T23:59:59.999000Z
A957	2022-04-29T00:00:00.000000Z	2022-04-29T23:59:59.999000Z
A901	2022-04-29T00:00:00.000000Z	2022-04-29T23:59:59.999000Z
A322	2022-04-29T00:00:00.000000Z	2022-04-29T23:59:59.999000Z
A901	2022-04-30T00:00:00.000000Z	2022-04-30T14:14:59.999000Z
A322	2022-04-30T00:00:00.000000Z	2022-04-30T14:14:59.999000Z
A957	2022-04-30T00:00:00.000000Z	2022-04-30T14:14:59.999000Z
A350	2022-04-30T00:00:00.000000Z	2022-04-30T14:14:59.999000Z
A901	2022-04-30T14:20:00.000000Z	2022-04-30T14:24:59.999000Z
A322	2022-04-30T14:20:00.000000Z	2022-04-30T14:24:59.999000Z
A957	2022-04-30T14:20:00.000000Z	2022-04-30T14:24:59.999000Z
A350	2022-04-30T14:20:00.000000Z	2022-04-30T14:24:59.999000Z
A957	2022-05-01T00:00:00.000000Z	2022-05-01T23:59:59.999000Z
A350	2022-05-01T00:00:00.000000Z	2022-05-01T23:59:59.999000Z
A901	2022-05-01T00:00:00.000000Z	2022-05-01T23:59:59.999000Z
A322	2022-05-01T00:00:00.000000Z	2022-05-01T23:59:59.999000Z
A957	2022-05-02T00:00:00.000000Z	2022-05-02T23:59:59.999000Z
A322	2022-05-02T00:00:00.000000Z	2022-05-02T23:59:59.999000Z
A901	2022-05-02T00:00:00.000000Z	2022-05-02T23:59:59.999000Z
